time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20110808:1400,28.77,16.95,0,0,0,342.15,3.24,138,82470
20110808:1500,27.33,19.5,0,0,0,339.85,4.69,155,82470
20110808:1600,26.09,22.4,0,0,0,337.7,4.34,168,82500
20110808:1700,24.81,25.6,0,0,0,334.8,3.38,174,82490
20110808:1800,23.59,28.35,0,0,0,330.95,2.97,176,82490
20110808:1900,22.8,32.6,0,0,0,330.95,3.03,171,82490
20110808:2000,21.73,37.5,0,0,0,328.2,2.83,167,82510
20110808:2100,20.57,41.55,0,0,0,325.9,2.55,165,82490
20110808:2200,19.5,46.1,0,0,0,322.8,2.41,163,82500
20110808:2300,18.98,49.45,183.25,848.65,60,320.3,2.34,162,82520
20110809:0000,21.57,43.4,388.75,884.95,86.9,321.85,2.21,159,82550
20110809:0100,24.84,36.95,590.1,919.81,104.85,328.5,3.1,160,82580
20110809:0200,27.39,28.25,762.55,936.15,117.15,337.5,4.14,162,82590
20110809:0300,29.64,21.5,892.65,944.82,122,347.55,4.28,159,82570
20110809:0400,31.47,16.25,958.6,924.95,128.3,354.95,4.69,150,82540
20110809:0500,32.8,13.2,957.95,884.33,135.65,360.15,5.24,143,82480
20110809:0600,33.7,11.5,899.15,834.96,139.3,364.4,5.59,138,82410
20110809:0700,33.84,11.1,782.9,761.95,143.2,363.45,5.52,128,82390
20110809:0800,34.23,10.35,619.05,696.47,115.35,363.05,5.66,122,82360
20110809:0900,34.14,10.35,432.2,601.73,89.85,362.3,6,117,82290
20110809:1000,33.65,10.65,227.65,416,66.55,356.85,6.48,115,82300
20110809:1100,32.58,11.8,50.75,142.49,23.6,352.4,6.97,115,82340
20110809:1200,30.71,14.95,0,0,0,350.3,7.1,118,82400
20110809:1300,28.98,18.3,0,0,0,345.85,7.1,127,82500
20110809:1400,27.47,22.65,0,0,0,342.75,6.48,135,82590
20110809:1500,26.09,26.95,0,0,0,339.25,5.93,141,82620
20110809:1600,24.89,31.95,0,0,0,336.75,5.31,148,82650
20110809:1700,23.76,38.05,0,0,0,335.2,4.55,152,82630
20110809:1800,22.67,43.65,0,0,0,332.65,3.72,155,82620
20110809:1900,22.17,40.5,0,0,0,329.2,2.83,158,82610
20110809:2000,21.11,44.85,0,0,0,326.85,2.55,164,82610
20110809:2100,20.07,51.5,0,0,0,325.1,2.34,164,82590
20110809:2200,19.11,57.1,0,0,0,323.55,2.28,153,82610
20110809:2300,18.75,59.05,177.35,815.11,61,322.6,2.34,140,82630
20110810:0000,21,53.6,378.9,854.33,89.4,326.1,2.76,143,82660
20110810:0100,22.94,52.1,580.4,903.44,105.6,333.95,4.21,154,82670
20110810:0200,24.92,45.75,737.4,860.79,145.55,343.7,4.55,158,82650
20110810:0300,26.91,37.5,847.6,851.84,154.3,361.1,4.97,155,82620
20110810:0400,28.67,31.75,913.3,802.6,194.25,367.3,5.31,154,82580
20110810:0500,30.24,25.95,927.5,789.11,195.2,376.4,5.38,152,82520
20110810:0600,31.52,21.85,863.6,771.88,162.7,381.45,5.31,148,82460
20110810:0700,32.5,18.4,750.85,724.5,144.2,377.55,4.69,137,82400
20110810:0800,32.88,17.2,532.6,554.72,132.8,377.4,4.62,133,82350
20110810:0900,32.9,16.55,417.25,555.94,102.5,375.65,4.48,131,82300
20110810:1000,32.67,16.55,222.2,406.87,65.9,370.6,4.48,130,82290
20110810:1100,31.89,18.3,48.7,137.07,23.05,361.9,4.62,129,82290
20110810:1200,30.55,20.2,0,0,0,359,4.62,126,82360
20110810:1300,28.91,25.55,0,0,0,357.05,5.59,127,82410
20110810:1400,27.29,31.5,0,0,0,356.1,6.28,137,82500
20110810:1500,25.78,37.2,0,0,0,354.95,5.79,145,82520
20110810:1600,24.53,41.15,0,0,0,352.6,4.69,153,82540
20110810:1700,23.46,48.7,0,0,0,347.75,3.86,162,82550
20110810:1800,22.49,52.1,0,0,0,347.2,3.31,170,82530
20110810:1900,22.04,53.85,0,0,0,344.3,2.97,168,82550
20110810:2000,21.17,59.6,0,0,0,342.15,2.55,183,82540
20110810:2100,20.35,63.7,0,0,0,339.25,2.48,211,82520
20110810:2200,19.58,68.2,0,0,0,335.75,2.55,211,82530
20110810:2300,19.12,73.05,170.5,777.95,61.4,332.5,2.07,190,82540
20110811:0000,20.8,66.05,372.95,835.96,91.55,333.45,2,179,82590
20110811:0100,22.56,57.9,565.9,854.89,118.35,342.45,2.34,175,82590
20110811:0200,24.53,47.4,734,890.71,123.25,352.8,2.14,167,82590
20110811:0300,26.41,41.55,860.85,898.8,130.95,365.4,1.93,132,82580
20110811:0400,28.34,33.95,929.1,889.17,134.1,374.65,2.62,111,82550
20110811:0500,30.06,27.85,936.45,867.66,132.9,383.2,3.03,107,82510
20110811:0600,31.32,23.5,883.45,833.02,128.75,387.45,3.03,100,82430
20110811:0700,31.9,22.8,774.05,785.94,117.75,389.95,2.83,100,82370
20110811:0800,32.52,20.55,613.5,705.06,107.15,387.45,2.97,94,82310
20110811:0900,32.77,19.2,420.7,586.65,90.25,383.95,3.31,87,82250
20110811:1000,32.64,18.5,216.85,397.66,65.35,377.75,3.86,83,82210
20110811:1100,32.12,19.1,46.15,128.78,22.5,370,4.21,84,82220
20110811:1200,31.14,20.3,0,0,0,365.2,4.21,82,82240
20110811:1300,29.89,23.15,0,0,0,362.1,4.97,87,82280
20110811:1400,28.14,30.5,0,0,0,359.2,5.72,106,82310
20110811:1500,26.56,37.5,0,0,0,356.85,5.24,120,82320
20110811:1600,25.51,41.4,0,0,0,358.2,4.62,129,82330
20110811:1700,24.56,45.75,0,0,0,357.45,4,137,82330
20110811:1800,23.65,50.55,0,0,0,360.75,3.52,143,82300
20110811:1900,23.1,50.45,0,0,0,363.65,3.31,152,82290
20110811:2000,22.34,57.75,0,0,0,364.6,3.24,156,82320
20110811:2100,21.47,61.85,0,0,0,358,2.97,160,82270
20110811:2200,20.67,70.8,0,0,0,349.9,2.76,167,82300
20110811:2300,20.26,73.2,143.1,516.96,71.9,346.6,2.69,173,82300
20110812:0000,21.18,70.9,346.3,708.51,109.4,350.3,3.93,177,82320
20110812:0100,22.85,62.05,544.65,794.38,130.4,349.6,4.28,176,82310
20110812:0200,25.01,49.2,734.05,874.68,135.95,356.3,4.21,170,82320
20110812:0300,27.28,40.35,843.75,856.83,149.5,365.75,4.07,162,82300
20110812:0400,29.4,34.2,932.05,892.98,135.3,375.85,4.21,153,82260
20110812:0500,31.39,27.15,939.4,873.33,132.3,383.55,4.55,147,82190
20110812:0600,32.98,23.05,884.4,837.86,127.1,388.6,4.69,143,82110
20110812:0700,33.78,20.9,770.05,775.74,124.1,392.45,4.34,133,82070
20110812:0800,34.37,19.55,612.2,710.67,103.7,393.65,4.14,130,82020
20110812:0900,34.64,18.95,423.5,599.73,87.45,394.6,4.21,122,81970
20110812:1000,34.45,19.55,201,340.87,72.25,390.15,4.69,118,81960
20110812:1100,33.66,20.9,39.45,94.68,22.4,386.45,4.97,119,81990
20110812:1200,32.31,23.75,0,0,0,389.2,4.83,116,82050
20110812:1300,30.85,28,0,0,0,398.45,5.52,122,82130
20110812:1400,29.19,33.05,0,0,0,389,5.59,129,82180
20110812:1500,27.72,40.35,0,0,0,388.2,5.1,132,82200
20110812:1600,26.54,43.15,0,0,0,383.55,4.34,138,82210
20110812:1700,25.61,47.65,0,0,0,379.1,3.45,156,82210
20110812:1800,24.82,52.6,0,0,0,379.7,3.1,179,82210
20110812:1900,24.28,45.6,0,0,0,366.55,3.72,248,82250
20110812:2000,23.28,42.25,0,0,0,363.05,5.03,272,82280
20110812:2100,22.16,43.5,0,0,0,360.55,5.24,279,82300
20110812:2200,21.22,46.5,0,0,0,355.1,4.83,281,82310
20110812:2300,20.74,48.05,140.95,552.12,66.3,351.25,3.93,278,82340
20110813:0000,21.39,48.2,314,617.45,108.95,354.55,4.69,278,82380
20110813:0100,22.76,43.65,503.65,700.89,139.6,358.9,4.83,282,82410
20110813:0200,24.39,38.15,650.55,706.44,168.85,363.05,4.34,286,82410
20110813:0300,26.06,33.55,753.65,666.89,214.55,374.1,3.52,290,82400
20110813:0400,27.52,31.5,860.65,753.53,189.75,387.05,2.48,286,82370
20110813:0500,28.77,30.65,876.8,766.73,169.75,391.1,1.66,273,82320
20110813:0600,29.9,28.75,795.4,669.7,191.55,397.3,0.97,267,82260
20110813:0700,30.37,29.95,662.35,582.16,179,407.2,3.17,313,82230
20110813:0800,31,28,440.4,358.02,185.2,407.2,2.48,310,82200
20110813:0900,31.24,27.15,180.85,123.9,111.8,418.4,2.69,313,82170
20110813:1000,30.98,29,92.3,36.06,78.8,435.05,3.52,324,82180
20110813:1100,30.63,29,13.1,4.53,12.3,434.65,4.83,332,82190
20110813:1200,29.73,33.15,0,0,0,428.3,5.59,339,82250
20110813:1300,28.92,36.6,0,0,0,419.55,4.97,345,82310
20110813:1400,28.17,37.75,0,0,0,402.75,4.07,345,82380
20110813:1500,27.35,40.35,0,0,0,408.9,3.86,332,82380
20110813:1600,26.26,43.05,0,0,0,400.8,4.41,317,82370
20110813:1700,24.82,47.4,0,0,0,393.65,5.31,316,82390
20110813:1800,23.56,52.35,0,0,0,399.65,4.9,319,82370
20110813:1900,22.4,57.75,0,0,0,367.1,3.1,316,82410
20110813:2000,21.83,61.85,0,0,0,366.55,2.97,310,82430
20110813:2100,21.3,63.9,0,0,0,369.85,2.9,307,82410
20110813:2200,20.75,66.05,0,0,0,366.35,2.69,310,82420
20110813:2300,20.5,66.05,115.25,248.35,82.3,372.15,2.41,318,82430
20110814:0000,20.85,66.05,246.65,278.95,154.65,374.5,3.17,329,82500
20110814:0100,21.53,61.85,377.55,280.28,232.55,379.25,3.59,331,82530
20110814:0200,22.66,59.95,464.05,360.34,219.05,388.6,3.52,335,82550
20110814:0300,23.76,56.15,570.8,375.52,267.95,392.65,3.79,340,82570
20110814:0400,25.23,49.2,529.3,336.16,230.65,399.25,3.59,347,82560
20110814:0500,26.09,46.15,560.85,322.19,264.4,407.4,3.38,349,82540
20110814:0600,26.79,44.7,260.85,1.5,259.5,418.6,3.59,347,82490
20110814:0700,26.91,43.15,292.6,59.01,243.75,432.75,4,7,82470
20110814:0800,26.93,43.15,273.8,78.17,218.3,434.45,4.62,7,82450
20110814:0900,26.75,44.7,209.15,110.07,148.15,430.6,5.03,15,82430
20110814:1000,26.47,46.15,127.95,155.96,70.1,417.05,5.31,17,82460
20110814:1100,25.64,47.65,25.55,50.95,16.75,406.8,5.59,8,82480
20110814:1200,24.25,54.35,0,0,0,395.2,5.45,358,82560
20110814:1300,23.13,60.05,0,0,0,391.5,5.1,352,82670
20110814:1400,22.3,64.1,0,0,0,388.6,4.41,352,82720
20110814:1500,21.49,68.6,0,0,0,387.05,3.59,354,82750
20110814:1600,20.99,73.35,0,0,0,399.45,3.59,348,82770
20110814:1700,20.52,75.85,0,0,0,406.4,3.66,338,82760
20110814:1800,20.14,78.45,0,0,0,406.4,3.72,330,82720
20110814:1900,20.16,81.15,0,0,0,406.4,3.03,325,82640
20110814:2000,19.69,86.85,0,0,0,405.85,3.38,328,82620
20110814:2100,19.25,89.8,0,0,0,402.55,3.03,337,82560
20110814:2200,19.01,89.8,0,0,0,403.7,1.93,347,82560
20110814:2300,18.85,92.85,19.05,0,19.05,400.4,1.38,343,82560
20110815:0000,18.89,92.85,54.2,0.31,54.1,405.45,1.72,324,82580
20110815:0100,19.25,92.9,85.5,0.29,85.35,406.5,2.62,313,82630
20110815:0200,19.41,89.8,79.4,0.66,78.95,407.95,3.93,300,82670
20110815:0300,19.17,86.8,127.9,4.23,124.5,405.25,5.31,297,82710
20110815:0400,18.9,89.75,203.1,4.68,198.95,403.9,5.93,303,82750
20110815:0500,18.93,86.8,209.7,24.95,186.8,405.85,6.21,321,82790
20110815:0600,18.25,92.85,139.85,4.96,135.4,402.95,6.34,339,82840
20110815:0700,17.93,89.75,87.15,3.39,84.35,397.7,4.69,349,82900
20110815:0800,17.67,89.7,99.65,0.21,99.5,396.35,4.76,347,82910
20110815:0900,17.75,89.7,56.1,0,56.1,391.3,4.41,350,82940
20110815:1000,17.44,86.65,20.35,0,20.35,391.7,4.34,350,82980
20110815:1100,17.02,86.6,7.5,4.44,6.75,389.2,4,350,83020
20110815:1200,16.54,83.65,0,0,0,379.5,3.1,346,83060
20110815:1300,16.14,86.55,0,0,0,371.55,2.07,337,83090
20110815:1400,16,86.55,0,0,0,376,1.59,325,83130
20110815:1500,15.74,89.6,0,0,0,362.3,1.24,305,83100
20110815:1600,15.37,92.75,0,0,0,345.85,0.76,312,83090
20110815:1700,15.17,92.75,0,0,0,347.2,0.28,283,83060
20110815:1800,15.01,92.75,0,0,0,345.45,0.21,208,83040
20110815:1900,15.06,92.75,0,0,0,353.95,0.34,61,83020
20110815:2000,14.99,92.75,0,0,0,356.3,0.48,71,82990
20110815:2100,14.85,96,0,0,0,352.6,0.55,76,82960
20110815:2200,14.77,96,0,0,0,350.85,0.48,58,82980
20110815:2300,14.81,96,102.35,337.03,59.35,350.5,0.62,44,83000
20110816:0000,15.47,86.5,156.55,161.59,104,353.55,0.83,58,83030
20110816:0100,15.94,80.75,226.7,135.54,157.15,372.05,1.03,86,83050
20110816:0200,16.72,78,235.15,101.56,166.5,371.2,1.38,105,83060
20110816:0300,17.34,78,361.05,149.14,241.35,382,1.52,111,83030
20110816:0400,18.2,72.9,524.6,156.71,386,385.1,1.59,109,82990
20110816:0500,19.41,68.1,442.55,54.92,392.25,386.85,1.72,105,82920
20110816:0600,20.36,63.7,589.5,291.14,329,391.5,2.07,96,82840
20110816:0700,22.36,53.85,361.8,93.18,285.15,389.95,2.97,88,82780
20110816:0800,22.34,53.85,290.15,87.68,228.4,397.3,4.41,71,82740
20110816:0900,21.82,55.65,239.3,216.61,120.65,398.85,5.45,67,82700
20110816:1000,21.26,57.55,113.4,151.02,58.45,374.45,5.38,66,82680
20110816:1100,20.58,59.5,23.2,46.96,15.45,371.4,4.48,64,82670
20110816:1200,19.43,65.75,0,0,0,365,4.41,62,82660
20110816:1300,18.67,68.05,0,0,0,366.95,4.14,63,82730
20110816:1400,18.24,70.35,0,0,0,374.65,4.07,66,82780
20110816:1500,17.83,70.3,0,0,0,374.3,4.14,72,82770
20110816:1600,17.53,70.3,0,0,0,370.4,3.86,76,82730
20110816:1700,17.49,72.8,0,0,0,384.15,3.59,74,82720
20110816:1800,17.39,75.3,0,0,0,387.25,3.31,73,82670
20110816:1900,16.76,78,0,0,0,380.1,3.03,64,82670
20110816:2000,16.47,78,0,0,0,383.4,3.24,58,82630
20110816:2100,16.22,83.6,0,0,0,384.15,3.38,49,82620
20110816:2200,15.93,80.75,0,0,0,384.95,3.79,49,82630
20110816:2300,15.55,83.55,17.75,0,17.75,383.55,4.14,61,82650
20110817:0000,15.42,83.55,41.4,1.08,41.05,383,3.93,67,82680
20110817:0100,15.49,86.5,57.15,0,57.15,383.85,3.86,66,82710
20110817:0200,15.52,86.5,76.3,0,76.3,383.2,3.72,62,82730
20110817:0300,15.71,89.6,84,0,84,383.95,4,54,82740
20110817:0400,15.79,89.6,119.35,0,119.35,384.35,4.14,44,82720
20110817:0500,16.01,86.55,123.65,0.22,123.45,385.7,4.48,38,82730
20110817:0600,16.28,86.55,68.75,1.68,67.25,385.9,4.83,32,82730
20110817:0700,15.69,83.55,73.15,0.06,73.1,376.6,4.28,30,82940
20110817:0800,15.68,83.55,61.9,0,61.9,376.8,4.34,37,82960
20110817:0900,15.45,83.55,46.45,3.86,44.35,375.25,4.07,44,82950
20110817:1000,15.04,86.5,26.65,9.16,23.35,374.1,3.59,52,82970
20110817:1100,14.73,86.45,3.9,0,3.9,370.4,2.97,61,83000
20110817:1200,14.35,86.4,0,0,0,369.05,2.41,65,83060
20110817:1300,13.96,86.4,0,0,0,362.3,1.72,64,83100
20110817:1400,13.79,86.35,0,0,0,364.6,1.38,46,83140
20110817:1500,13.65,86.35,0,0,0,362.1,0.69,39,83150
20110817:1600,13.58,86.35,0,0,0,364.2,0.55,331,83160
20110817:1700,13.52,86.35,0,0,0,366.15,0.62,315,83120
20110817:1800,13.4,86.35,0,0,0,365.95,0.62,313,83090
20110817:1900,12.93,86.3,0,0,0,363.85,0.21,32,83060
20110817:2000,12.74,89.4,0,0,0,352,0.69,48,83060
20110817:2100,12.77,89.4,0,0,0,364.4,0.76,70,83050
20110817:2200,12.75,92.6,0,0,0,362.1,1.1,66,83040
20110817:2300,12.72,92.6,10.6,0,10.6,364.2,1.93,68,83050
20110818:0000,12.9,89.4,34.95,0,34.95,367.9,3.31,83,83090
20110818:0100,13.22,89.4,61.8,0,61.8,366.25,3.79,90,83130
20110818:0200,13.53,86.35,104.65,0.15,104.55,368.1,3.72,91,83140
20110818:0300,13.91,83.4,83.4,0,83.4,366.95,3.66,86,83160
20110818:0400,13.84,86.35,106,0,106,369.85,4,89,83140
20110818:0500,13.91,83.4,166.1,14.37,153,372.95,4.41,92,83100
20110818:0600,14.57,77.75,202,0,202,371.4,4.76,97,83030
20110818:0700,15.42,72.55,211.55,56.6,165.3,375.65,5.03,102,83050
20110818:0800,15.81,72.55,113.7,0,113.7,374.65,4.83,102,83020
20110818:0900,15.68,75.15,98.5,0.37,98.3,380.45,4.41,92,82980
20110818:1000,15.57,75.15,64.3,46.43,47.75,378.75,4.48,89,82980
20110818:1100,15.29,80.6,14.95,17.19,12.25,362.1,4.07,92,82980
20110818:1200,14.72,80.55,0,0,0,350.85,3.86,98,82980
20110818:1300,14.21,83.4,0,0,0,339.25,3.24,100,83040
20110818:1400,13.98,83.4,0,0,0,346.6,2.76,98,83090
20110818:1500,13.62,86.35,0,0,0,339.25,2.48,92,83060
20110818:1600,13.27,89.4,0,0,0,334.8,2.41,92,83050
20110818:1700,12.75,92.6,0,0,0,320.85,2.28,95,83000
20110818:1800,12.43,92.6,0,0,0,323.4,2.07,96,82970
20110818:1900,11.97,92.6,0,0,0,314.85,2,98,82980
20110818:2000,11.59,95.9,0,0,0,311.4,1.86,99,82980
20110818:2100,11.24,99.35,0,0,0,315.85,1.66,100,82980
20110818:2200,11.06,95.9,0,0,0,316.4,1.52,106,82980
20110818:2300,11.05,95.9,122.85,372.01,78.25,316.05,1.38,107,82990
20110819:0000,12.5,92.6,276.05,369.07,158.6,323.75,1.79,111,83030
20110819:0100,14.25,89.5,414.1,388.12,217.45,343.4,2.14,113,83070
20110819:0200,16.06,77.95,445.25,246.79,279.95,356.65,2.07,107,83110
20110819:0300,17.16,75.3,410.1,88.52,339.6,370,2,90,83130
20110819:0400,18.07,70.35,444.8,84.56,370.55,388,2.14,74,83120
20110819:0500,18.8,68.05,382.15,54.62,332.5,393.05,2.41,63,83060
20110819:0600,19.23,68.1,324.85,20.51,306.65,396.95,2.97,61,83050
20110819:0700,19.01,68.1,302.2,45.5,265.15,398.1,3.38,82,83060
20110819:0800,19.1,68.1,309.75,129.65,219.65,393.05,3.38,81,83070
20110819:0900,19.34,68.1,253.4,208.09,141.55,383.95,3.66,78,83050
20110819:1000,19.09,68.1,119.25,129.88,73.45,370.2,4.28,75,83070
20110819:1100,18.15,75.45,21.5,37.27,15.8,360.15,4.21,75,83100
20110819:1200,16.8,78,0,0,0,343.1,3.72,79,83140
20110819:1300,15.9,80.75,0,0,0,339.05,3.24,86,83190
20110819:1400,15.4,83.55,0,0,0,344.5,2.83,89,83210
20110819:1500,15.06,86.5,0,0,0,351.05,2.55,90,83170
20110819:1600,14.69,89.5,0,0,0,346.8,2.28,89,83110
20110819:1700,14.34,92.7,0,0,0,341.95,2.14,89,83060
20110819:1800,13.95,92.7,0,0,0,334.4,1.93,95,83020
20110819:1900,14.02,92.7,0,0,0,338.1,1.86,98,83030
20110819:2000,13.57,95.95,0,0,0,326.85,1.79,98,82970
20110819:2100,12.98,95.95,0,0,0,315.65,1.66,97,82950
20110819:2200,12.63,95.95,0,0,0,312.35,1.79,94,82970
20110819:2300,12.8,95.95,121.6,440.29,69.95,320.65,2.07,90,82980
20110820:0000,14.47,92.7,301.7,556.7,125.85,331.7,2.62,96,83000
20110820:0100,16.37,83.6,511.25,728.57,143.7,325.05,3.03,108,83020
20110820:0200,18.19,78.15,691.55,788.02,165.4,339.05,3.1,108,83030
20110820:0300,19.93,73.15,735.05,568.19,283.7,346.8,3.66,109,83020
20110820:0400,21.28,63.9,676.7,371.57,351.25,354.55,3.66,116,83010
20110820:0500,22.12,57.75,586.95,239.28,370,377.2,3.24,110,82960
20110820:0600,22.57,55.9,527.35,214.37,337.7,405.25,3.1,93,82920
20110820:0700,22.69,55.9,428.8,194.85,270.7,401.95,2.62,77,82950
20110820:0800,22.47,55.9,376.55,211.78,230.05,394.2,3.38,61,82950
20110820:0900,22.12,57.75,236.25,160.22,150.7,389,3.79,57,82970
20110820:1000,21.44,63.9,110.4,95.92,76.95,385.1,3.59,62,82990
20110820:1100,20.5,68.4,20.65,45.38,13.9,374.65,2.69,72,83020
20110820:1200,19.18,75.65,0,0,0,358.2,2.34,84,83020
20110820:1300,18.05,80.9,0,0,0,343.7,1.93,88,83070
20110820:1400,17.02,86.6,0,0,0,340.4,1.66,84,83110
20110820:1500,16.1,89.65,0,0,0,337.3,1.31,89,83100
20110820:1600,15.4,89.6,0,0,0,332.85,1.24,109,83100
20110820:1700,14.97,92.75,0,0,0,337.9,1.24,129,83060
20110820:1800,14.73,92.7,0,0,0,336.55,1.1,148,83040
20110820:1900,15,89.55,0,0,0,332.3,1.17,196,83050
20110820:2000,14.68,92.7,0,0,0,324.55,1.1,216,83050
20110820:2100,14.33,92.7,0,0,0,319.5,1.17,226,83040
20110820:2200,14.04,92.7,0,0,0,317.4,1.17,225,83050
20110820:2300,13.99,92.7,148.7,787.54,58.35,315.65,1.1,226,83060
20110821:0000,15.81,92.75,351.7,830.74,91.25,320.85,0.97,217,83100
20110821:0100,18.31,80.9,549.95,873.32,111.3,323.9,1.24,213,83130
20110821:0200,20.21,70.7,667.9,804.52,132.45,332.65,1.31,229,83140
20110821:0300,21.51,59.7,758.9,758.69,157.85,344.1,1.24,275,83120
20110821:0400,22.37,57.75,732.15,618.79,191.55,358.6,1.45,313,83110
20110821:0500,22.95,55.9,785.25,681.38,169.1,377,1.66,335,83070
20110821:0600,23.52,52.35,731.05,658.83,149.95,369.45,2.07,350,83040
20110821:0700,24.1,56.25,691.75,710.17,117.65,370.8,1.93,343,82990
20110821:0800,24.13,58.2,482.75,511.01,130.95,361.1,2.07,355,82960
20110821:0900,23.93,60.15,322.15,420.32,99.25,374.65,1.93,9,82950
20110821:1000,21.05,68.5,131.45,156.62,77.45,366.75,2,358,82950
20110821:1100,19.87,73.15,20.7,42.91,14.5,371.55,0.69,312,83010
20110821:1200,19.09,78.3,0,0,0,351.25,1.52,196,83010
20110821:1300,18.4,83.75,0,0,0,344.3,1.72,217,83050
20110821:1400,18.14,83.75,0,0,0,358.6,2,224,83100
20110821:1500,17.99,83.75,0,0,0,359.2,2.28,224,83100
20110821:1600,17.84,83.7,0,0,0,363.65,1.93,220,83080
20110821:1700,17.6,83.7,0,0,0,360.35,1.86,220,83050
20110821:1800,17.31,86.6,0,0,0,355.1,1.79,219,82990
20110821:1900,16.8,83.65,0,0,0,352,1.66,210,82980
20110821:2000,16.55,80.8,0,0,0,354.15,1.66,213,82970
20110821:2100,16.33,83.6,0,0,0,349.9,1.86,216,82950
20110821:2200,16.06,83.6,0,0,0,349.5,1.93,213,82960
20110821:2300,15.88,86.5,84.85,119.95,71.4,345.45,1.86,210,82980
20110822:0000,17.19,83.65,191.2,110.08,156.95,347.2,1.79,204,83020
20110822:0100,18.85,75.55,314.1,155.08,236.55,347.3,2.14,198,83060
20110822:0200,20.32,63.7,451.45,198.22,319.95,354.95,2.55,202,83060
20110822:0300,21.66,57.65,556.9,266,346.75,360.95,3.17,208,83080
20110822:0400,22.75,52.1,670,332.93,379.9,364.6,3.86,216,83070
20110822:0500,23.86,45.5,671.05,338.83,365.5,366.35,3.86,230,83050
20110822:0600,24.55,41.15,740.6,534.58,270.55,374.85,3.45,252,83030
20110822:0700,25.75,32.25,601.25,472.64,220.6,358.2,2.69,284,82980
20110822:0800,25.74,31.1,486.4,478.64,158.5,357.05,2.55,301,82960
20110822:0900,25.68,29.95,322.1,379.7,122.15,345.45,2.28,297,82970
20110822:1000,25.33,30.95,142.55,214.53,69.45,347.55,2,280,82950
20110822:1100,24.01,39.55,22.35,59.92,13.95,346.8,2.14,235,82930
20110822:1200,21.71,48.3,0,0,0,340.4,2.83,222,82940
20110822:1300,19.64,57.2,0,0,0,323.4,3.03,216,82950
20110822:1400,18.16,63.3,0,0,0,316.4,2.83,218,83000
20110822:1500,17.12,67.75,0,0,0,312.95,2.76,216,82980
20110822:1600,16.29,70.1,0,0,0,309.45,2.69,212,82970
20110822:1700,15.49,72.55,0,0,0,306.35,2.62,209,82940
20110822:1800,14.79,75,0,0,0,304.4,2.55,207,82910
20110822:1900,13.93,77.65,0,0,0,301.9,2.69,207,82920
20110822:2000,13.42,80.4,0,0,0,300.15,2.55,203,82890
20110822:2100,12.93,83.25,0,0,0,298.6,2.55,204,82880
20110822:2200,12.54,86.25,0,0,0,296.65,2.62,206,82890
20110822:2300,12.45,86.25,151.55,888.32,54.25,295.9,2.55,207,82900
20110823:0000,14.66,77.75,355.8,879.5,84.25,297.65,2.41,205,82940
20110823:0100,17.99,67.95,557.9,912.1,103.85,303.35,2.55,202,82960
20110823:0200,20.7,55.45,730.8,928.83,116.65,311.75,2.69,204,82970
20110823:0300,22.89,46.85,855.4,925.91,125.95,320.3,2.83,212,82980
20110823:0400,24.67,39.7,925.6,916.67,129,328.05,2.62,220,82990
20110823:0500,25.86,33.4,919.7,861.71,144.8,333.25,1.72,235,82960
20110823:0600,26.5,28,796.85,720.21,165.6,338.3,1.31,273,82920
20110823:0700,25.51,29.95,575.9,447.05,217.25,350.3,6.62,311,82990
20110823:0800,22.41,43.5,364.6,229.53,208.15,360.75,7.03,318,83040
20110823:0900,22.65,42.1,267.7,266.64,128.3,354.75,6.48,320,83030
20110823:1000,22.16,43.5,159.9,248.93,76.1,338.65,5.86,319,83060
20110823:1100,21.16,49.95,20.35,30.56,16.2,332.65,4.48,316,83090
20110823:1200,19.63,55.2,0,0,0,330.95,3.86,311,83120
20110823:1300,18.46,59.05,0,0,0,331.5,3.59,306,83180
20110823:1400,17.42,63.2,0,0,0,327.85,3.17,292,83230
20110823:1500,16.73,65.35,0,0,0,325.3,3.79,283,83240
20110823:1600,15.92,67.65,0,0,0,323.55,4.41,283,83230
20110823:1700,15.47,70,0,0,0,340.6,3.79,280,83210
20110823:1800,15.25,72.45,0,0,0,347.2,3.59,267,83190
20110823:1900,14.78,75,0,0,0,343.7,3.03,214,83180
20110823:2000,14.32,77.65,0,0,0,332.3,2.48,199,83120
20110823:2100,13.62,80.4,0,0,0,316.2,2.34,209,83110
20110823:2200,12.87,83.25,0,0,0,301.5,2.34,211,83100
20110823:2300,12.49,86.25,149.9,893.12,54.4,297.65,2.21,209,83130
20110824:0000,14.63,77.75,353.9,876.76,85.3,297.45,1.93,209,83160
20110824:0100,17.62,65.45,559,918.28,103.95,302.6,2.14,210,83180
20110824:0200,20,53.35,728.75,923.98,119.85,310.8,2.28,218,83170
20110824:0300,21.82,43.4,845.9,909.79,131.2,319.1,2.21,240,83160
20110824:0400,22.92,39.15,832.1,756.72,176.3,329.95,2,285,83140
20110824:0500,23.5,35.4,792.85,687.88,176.05,347.55,2.07,307,83090
20110824:0600,24.01,34.25,839.95,802.12,139.2,339.25,2.21,319,83050
20110824:0700,24.41,31.85,739.95,761.75,131.25,331.3,2.62,327,83020
20110824:0800,24.62,30.8,574.65,688.24,107.95,333.85,2.69,328,82990
